id,phc_id,medicine_id,quantity,reserved_quantity,batch_number,expiry_date
961,49,1,95,0,BATCH-2026-01-049,2028-03-25
962,49,2,71,0,BATCH-2026-02-049,2028-03-05
963,49,3,187,0,BATCH-2026-03-049,2028-06-08
964,49,4,110,0,BATCH-2026-04-049,2027-07-23
965,49,5,856,0,BATCH-2026-05-049,2028-02-10
966,49,6,97,0,BATCH-2026-06-049,2027-09-03
967,49,7,508,0,BATCH-2026-07-049,2028-04-10
968,49,8,457,0,BATCH-2026-08-049,2027-06-04
969,49,9,223,0,BATCH-2026-09-049,2027-08-14
970,49,10,74,0,BATCH-2026-10-049,2027-08-11
971,49,11,40,0,BATCH-2026-11-049,2028-01-15
972,49,12,262,0,BATCH-2026-12-049,2027-10-01
973,49,13,221,0,BATCH-2026-13-049,2027-10-09
974,49,14,176,0,BATCH-2026-14-049,2027-12-25
975,49,15,178,0,BATCH-2026-15-049,2027-07-19
976,49,16,18,0,BATCH-2026-16-049,2027-12-18
977,49,17,26,0,BATCH-2026-17-049,2027-12-02
978,49,18,60,0,BATCH-2026-18-049,2028-08-05
979,49,19,16,0,BATCH-2026-19-049,2027-03-20
980,49,20,46,0,BATCH-2026-20-049,2027-04-29
981,50,1,156,0,BATCH-2026-01-050,2027-03-28
982,50,2,106,0,BATCH-2026-02-050,2028-05-01
983,50,3,216,0,BATCH-2026-03-050,2027-09-16
984,50,4,83,0,BATCH-2026-04-050,2027-06-23
985,50,5,951,0,BATCH-2026-05-050,2028-04-26
986,50,6,175,0,BATCH-2026-06-050,2027-07-28
987,50,7,680,0,BATCH-2026-07-050,2027-04-20
988,50,8,374,0,BATCH-2026-08-050,2027-04-09
989,50,9,363,0,BATCH-2026-09-050,2027-05-14
990,50,10,89,0,BATCH-2026-10-050,2028-02-10
991,50,11,56,0,BATCH-2026-11-050,2027-12-16
992,50,12,378,0,BATCH-2026-12-050,2027-12-18
993,50,13,350,0,BATCH-2026-13-050,2027-03-29
994,50,14,189,0,BATCH-2026-14-050,2027-07-15
995,50,15,161,0,BATCH-2026-15-050,2028-04-21
996,50,16,24,0,BATCH-2026-16-050,2027-09-22
997,50,17,24,0,BATCH-2026-17-050,2027-11-14
998,50,18,58,0,BATCH-2026-18-050,2027-04-28
999,50,19,25,0,BATCH-2026-19-050,2027-11-20
1000,50,20,54,0,BATCH-2026-20-050,2028-01-15
1001,51,1,147,0,BATCH-2026-01-051,2027-05-24
1002,51,2,85,0,BATCH-2026-02-051,2027-08-07
1003,51,3,284,0,BATCH-2026-03-051,2027-08-04
1004,51,4,125,0,BATCH-2026-04-051,2028-03-08
1005,51,5,891,0,BATCH-2026-05-051,2027-06-16
1006,51,6,173,0,BATCH-2026-06-051,2028-08-04
1007,51,7,753,0,BATCH-2026-07-051,2028-02-28
1008,51,8,502,0,BATCH-2026-08-051,2028-03-23
1009,51,9,488,0,BATCH-2026-09-051,2027-04-22
1010,51,10,81,0,BATCH-2026-10-051,2027-11-01
1011,51,11,64,0,BATCH-2026-11-051,2028-05-02
1012,51,12,353,0,BATCH-2026-12-051,2027-12-21
1013,51,13,419,0,BATCH-2026-13-051,2027-12-28
1014,51,14,181,0,BATCH-2026-14-051,2027-05-29
1015,51,15,207,0,BATCH-2026-15-051,2027-05-20
1016,51,16,17,0,BATCH-2026-16-051,2028-06-06
1017,51,17,18,0,BATCH-2026-17-051,2027-05-09
1018,51,18,64,0,BATCH-2026-18-051,2028-05-18
1019,51,19,17,0,BATCH-2026-19-051,2027-09-10
1020,51,20,51,0,BATCH-2026-20-051,2027-04-17
1021,52,1,154,0,BATCH-2026-01-052,2028-03-25
1022,52,2,77,0,BATCH-2026-02-052,2027-05-05
1023,52,3,193,0,BATCH-2026-03-052,2027-11-17
1024,52,4,103,0,BATCH-2026-04-052,2028-08-01
1025,52,5,689,0,BATCH-2026-05-052,2028-06-20
1026,52,6,138,0,BATCH-2026-06-052,2027-11-08
1027,52,7,626,0,BATCH-2026-07-052,2028-04-12
1028,52,8,431,0,BATCH-2026-08-052,2027-08-13
1029,52,9,230,0,BATCH-2026-09-052,2028-05-11
1030,52,10,86,0,BATCH-2026-10-052,2027-12-24
1031,52,11,44,0,BATCH-2026-11-052,2027-04-16
1032,52,12,323,0,BATCH-2026-12-052,2028-07-16
1033,52,13,242,0,BATCH-2026-13-052,2027-09-24
1034,52,14,159,0,BATCH-2026-14-052,2028-07-09
1035,52,15,125,0,BATCH-2026-15-052,2027-08-15
1036,52,16,20,0,BATCH-2026-16-052,2027-05-26
1037,52,17,21,0,BATCH-2026-17-052,2028-01-02
1038,52,18,47,0,BATCH-2026-18-052,2028-03-14
1039,52,19,20,0,BATCH-2026-19-052,2028-06-19
1040,52,20,45,0,BATCH-2026-20-052,2028-06-27
1041,53,1,120,0,BATCH-2026-01-053,2028-01-20
1042,53,2,51,0,BATCH-2026-02-053,2028-02-10
1043,53,3,104,0,BATCH-2026-03-053,2027-05-04
1044,53,4,61,0,BATCH-2026-04-053,2027-11-28
1045,53,5,772,0,BATCH-2026-05-053,2027-12-22
1046,53,6,87,0,BATCH-2026-06-053,2027-11-06
1047,53,7,329,0,BATCH-2026-07-053,2027-10-03
1048,53,8,229,0,BATCH-2026-08-053,2028-04-11
1049,53,9,195,0,BATCH-2026-09-053,2027-10-03
1050,53,10,73,0,BATCH-2026-10-053,2027-09-10
1051,53,11,42,0,BATCH-2026-11-053,2027-04-04
1052,53,12,361,0,BATCH-2026-12-053,2028-08-11
1053,53,13,195,0,BATCH-2026-13-053,2027-06-19
1054,53,14,166,0,BATCH-2026-14-053,2028-07-30
1055,53,15,114,0,BATCH-2026-15-053,2028-04-14
1056,53,16,21,0,BATCH-2026-16-053,2027-07-27
1057,53,17,23,0,BATCH-2026-17-053,2027-11-17
1058,53,18,44,0,BATCH-2026-18-053,2028-08-08
1059,53,19,18,0,BATCH-2026-19-053,2028-06-21
1060,53,20,40,0,BATCH-2026-20-053,2027-06-09
1061,54,1,87,0,BATCH-2026-01-054,2028-02-17
1062,54,2,69,0,BATCH-2026-02-054,2027-09-28
1063,54,3,154,0,BATCH-2026-03-054,2028-03-10
1064,54,4,96,0,BATCH-2026-04-054,2027-06-25
1065,54,5,912,0,BATCH-2026-05-054,2027-11-24
1066,54,6,127,0,BATCH-2026-06-054,2028-05-13
1067,54,7,624,0,BATCH-2026-07-054,2028-05-14
1068,54,8,394,0,BATCH-2026-08-054,2027-10-09
1069,54,9,307,0,BATCH-2026-09-054,2027-07-14
1070,54,10,92,0,BATCH-2026-10-054,2027-05-30
1071,54,11,31,0,BATCH-2026-11-054,2027-10-26
1072,54,12,238,0,BATCH-2026-12-054,2028-05-12
1073,54,13,300,0,BATCH-2026-13-054,2028-01-07
1074,54,14,138,0,BATCH-2026-14-054,2027-09-06
1075,54,15,118,0,BATCH-2026-15-054,2027-04-08
1076,54,16,13,0,BATCH-2026-16-054,2028-08-07
1077,54,17,31,0,BATCH-2026-17-054,2027-09-05
1078,54,18,47,0,BATCH-2026-18-054,2028-04-13
1079,54,19,18,0,BATCH-2026-19-054,2028-06-23
1080,54,20,27,0,BATCH-2026-20-054,2028-02-21
1081,55,1,130,0,BATCH-2026-01-055,2028-03-10
1082,55,2,64,0,BATCH-2026-02-055,2027-05-03
1083,55,3,209,0,BATCH-2026-03-055,2027-05-22
1084,55,4,80,0,BATCH-2026-04-055,2027-12-12
1085,55,5,1000,0,BATCH-2026-05-055,2027-04-01
1086,55,6,173,0,BATCH-2026-06-055,2027-06-27
1087,55,7,691,0,BATCH-2026-07-055,2027-05-28
1088,55,8,456,0,BATCH-2026-08-055,2027-08-01
1089,55,9,264,0,BATCH-2026-09-055,2027-04-28
1090,55,10,96,0,BATCH-2026-10-055,2027-09-23
1091,55,11,40,0,BATCH-2026-11-055,2027-05-12
1092,55,12,344,0,BATCH-2026-12-055,2027-11-29
1093,55,13,348,0,BATCH-2026-13-055,2027-03-22
1094,55,14,214,0,BATCH-2026-14-055,2027-10-01
1095,55,15,173,0,BATCH-2026-15-055,2028-08-05
1096,55,16,17,0,BATCH-2026-16-055,2027-04-20
1097,55,17,32,0,BATCH-2026-17-055,2027-12-25
1098,55,18,41,0,BATCH-2026-18-055,2028-07-29
1099,55,19,20,0,BATCH-2026-19-055,2027-04-26
1100,55,20,51,0,BATCH-2026-20-055,2027-10-15
1101,56,1,177,0,BATCH-2026-01-056,2027-09-14
1102,56,2,101,0,BATCH-2026-02-056,2028-07-22
1103,56,3,234,0,BATCH-2026-03-056,2027-07-17
1104,56,4,98,0,BATCH-2026-04-056,2027-06-14
1105,56,5,1167,0,BATCH-2026-05-056,2028-05-27
1106,56,6,156,0,BATCH-2026-06-056,2028-04-06
1107,56,7,576,0,BATCH-2026-07-056,2028-05-24
1108,56,8,440,0,BATCH-2026-08-056,2028-04-03
1109,56,9,442,0,BATCH-2026-09-056,2028-03-03
1110,56,10,134,0,BATCH-2026-10-056,2027-05-29
1111,56,11,65,0,BATCH-2026-11-056,2027-08-06
1112,56,12,585,0,BATCH-2026-12-056,2027-05-17
1113,56,13,467,0,BATCH-2026-13-056,2027-04-10
1114,56,14,229,0,BATCH-2026-14-056,2028-03-06
1115,56,15,226,0,BATCH-2026-15-056,2028-05-05
1116,56,16,24,0,BATCH-2026-16-056,2027-06-19
1117,56,17,30,0,BATCH-2026-17-056,2027-10-19
1118,56,18,77,0,BATCH-2026-18-056,2028-03-03
1119,56,19,18,0,BATCH-2026-19-056,2027-05-03
1120,56,20,57,0,BATCH-2026-20-056,2027-07-20
1121,57,1,91,0,BATCH-2026-01-057,2027-11-26
1122,57,2,55,0,BATCH-2026-02-057,2027-05-31
1123,57,3,104,0,BATCH-2026-03-057,2028-01-31
1124,57,4,59,0,BATCH-2026-04-057,2027-04-16
1125,57,5,792,0,BATCH-2026-05-057,2028-02-03
1126,57,6,90,0,BATCH-2026-06-057,2027-05-01
1127,57,7,439,0,BATCH-2026-07-057,2028-04-24
1128,57,8,367,0,BATCH-2026-08-057,2027-06-16
1129,57,9,232,0,BATCH-2026-09-057,2027-04-15
1130,57,10,70,0,BATCH-2026-10-057,2028-02-18
1131,57,11,32,0,BATCH-2026-11-057,2028-07-07
1132,57,12,333,0,BATCH-2026-12-057,2028-03-23
1133,57,13,265,0,BATCH-2026-13-057,2028-04-06
1134,57,14,167,0,BATCH-2026-14-057,2028-05-24
1135,57,15,127,0,BATCH-2026-15-057,2027-03-19
1136,57,16,20,0,BATCH-2026-16-057,2027-04-23
1137,57,17,15,0,BATCH-2026-17-057,2027-10-06
1138,57,18,44,0,BATCH-2026-18-057,2027-08-29
1139,57,19,22,0,BATCH-2026-19-057,2028-06-09
1140,57,20,29,0,BATCH-2026-20-057,2027-04-17
1141,58,1,140,0,BATCH-2026-01-058,2027-07-14
1142,58,2,63,0,BATCH-2026-02-058,2027-05-18
1143,58,3,209,0,BATCH-2026-03-058,2028-04-13
1144,58,4,126,0,BATCH-2026-04-058,2028-05-10
1145,58,5,1379,0,BATCH-2026-05-058,2028-06-30
1146,58,6,192,0,BATCH-2026-06-058,2028-07-31
1147,58,7,700,0,BATCH-2026-07-058,2027-10-07
1148,58,8,365,0,BATCH-2026-08-058,2028-03-25
1149,58,9,311,0,BATCH-2026-09-058,2027-07-17
1150,58,10,134,0,BATCH-2026-10-058,2028-04-25
1151,58,11,43,0,BATCH-2026-11-058,2028-01-02
1152,58,12,473,0,BATCH-2026-12-058,2027-08-01
1153,58,13,324,0,BATCH-2026-13-058,2027-07-27
1154,58,14,189,0,BATCH-2026-14-058,2027-09-07
1155,58,15,190,0,BATCH-2026-15-058,2027-08-31
1156,58,16,21,0,BATCH-2026-16-058,2028-06-14
1157,58,17,36,0,BATCH-2026-17-058,2028-04-06
1158,58,18,58,0,BATCH-2026-18-058,2027-04-06
1159,58,19,24,0,BATCH-2026-19-058,2028-01-14
1160,58,20,70,0,BATCH-2026-20-058,2028-05-14
1161,59,1,136,0,BATCH-2026-01-059,2027-09-11
1162,59,2,69,0,BATCH-2026-02-059,2028-06-19
1163,59,3,156,0,BATCH-2026-03-059,2028-06-03
1164,59,4,118,0,BATCH-2026-04-059,2027-07-06
1165,59,5,1040,0,BATCH-2026-05-059,2027-05-13
1166,59,6,168,0,BATCH-2026-06-059,2027-05-01
1167,59,7,732,0,BATCH-2026-07-059,2027-11-26
1168,59,8,280,0,BATCH-2026-08-059,2027-08-11
1169,59,9,358,0,BATCH-2026-09-059,2027-05-25
1170,59,10,70,0,BATCH-2026-10-059,2028-07-20
1171,59,11,33,0,BATCH-2026-11-059,2028-03-26
1172,59,12,433,0,BATCH-2026-12-059,2027-08-14
1173,59,13,324,0,BATCH-2026-13-059,2028-05-18
1174,59,14,153,0,BATCH-2026-14-059,2027-09-26
1175,59,15,157,0,BATCH-2026-15-059,2027-05-08
1176,59,16,13,0,BATCH-2026-16-059,2028-08-13
1177,59,17,22,0,BATCH-2026-17-059,2028-06-18
1178,59,18,67,0,BATCH-2026-18-059,2027-12-02
1179,59,19,19,0,BATCH-2026-19-059,2028-04-14
1180,59,20,44,0,BATCH-2026-20-059,2028-04-07
1181,60,1,99,0,BATCH-2026-01-060,2027-05-27
1182,60,2,59,0,BATCH-2026-02-060,2028-04-08
1183,60,3,214,0,BATCH-2026-03-060,2028-07-30
1184,60,4,122,0,BATCH-2026-04-060,2027-11-24
1185,60,5,755,0,BATCH-2026-05-060,2027-07-19
1186,60,6,145,0,BATCH-2026-06-060,2027-03-21
1187,60,7,521,0,BATCH-2026-07-060,2027-11-23
1188,60,8,399,0,BATCH-2026-08-060,2028-03-19
1189,60,9,384,0,BATCH-2026-09-060,2028-03-03
1190,60,10,96,0,BATCH-2026-10-060,2027-04-07
1191,60,11,53,0,BATCH-2026-11-060,2027-11-04
1192,60,12,284,0,BATCH-2026-12-060,2027-08-03
1193,60,13,296,0,BATCH-2026-13-060,2028-07-11
1194,60,14,231,0,BATCH-2026-14-060,2028-06-19
1195,60,15,141,0,BATCH-2026-15-060,2028-03-06
1196,60,16,18,0,BATCH-2026-16-060,2027-09-07
1197,60,17,17,0,BATCH-2026-17-060,2028-06-29
1198,60,18,52,0,BATCH-2026-18-060,2027-05-09
1199,60,19,15,0,BATCH-2026-19-060,2028-08-13
1200,60,20,42,0,BATCH-2026-20-060,2028-06-08
1201,61,1,104,0,BATCH-2026-01-061,2028-01-11
1202,61,2,60,0,BATCH-2026-02-061,2027-07-22
1203,61,3,169,0,BATCH-2026-03-061,2028-02-21
1204,61,4,103,0,BATCH-2026-04-061,2027-05-06
1205,61,5,1120,0,BATCH-2026-05-061,2027-08-04
1206,61,6,210,0,BATCH-2026-06-061,2028-02-23
1207,61,7,728,0,BATCH-2026-07-061,2027-05-04
1208,61,8,444,0,BATCH-2026-08-061,2027-06-22
1209,61,9,380,0,BATCH-2026-09-061,2027-09-14
1210,61,10,103,0,BATCH-2026-10-061,2028-02-28
1211,61,11,61,0,BATCH-2026-11-061,2027-10-09
1212,61,12,449,0,BATCH-2026-12-061,2028-01-15
1213,61,13,300,0,BATCH-2026-13-061,2027-11-26
1214,61,14,288,0,BATCH-2026-14-061,2027-06-22
1215,61,15,152,0,BATCH-2026-15-061,2028-03-31
1216,61,16,20,0,BATCH-2026-16-061,2027-10-10
1217,61,17,27,0,BATCH-2026-17-061,2027-09-30
1218,61,18,61,0,BATCH-2026-18-061,2027-09-27
1219,61,19,19,0,BATCH-2026-19-061,2028-04-25
1220,61,20,47,0,BATCH-2026-20-061,2028-08-01
1221,62,1,124,0,BATCH-2026-01-062,2027-09-22
1222,62,2,60,0,BATCH-2026-02-062,2027-03-24
1223,62,3,187,0,BATCH-2026-03-062,2027-10-28
1224,62,4,103,0,BATCH-2026-04-062,2027-06-04
1225,62,5,1028,0,BATCH-2026-05-062,2028-04-06
1226,62,6,136,0,BATCH-2026-06-062,2027-10-30
1227,62,7,577,0,BATCH-2026-07-062,2027-11-11
1228,62,8,359,0,BATCH-2026-08-062,2028-06-17
1229,62,9,338,0,BATCH-2026-09-062,2027-10-24
1230,62,10,83,0,BATCH-2026-10-062,2028-08-03
1231,62,11,38,0,BATCH-2026-11-062,2027-05-22
1232,62,12,323,0,BATCH-2026-12-062,2028-02-26
1233,62,13,350,0,BATCH-2026-13-062,2028-02-17
1234,62,14,240,0,BATCH-2026-14-062,2028-01-29
1235,62,15,192,0,BATCH-2026-15-062,2027-12-23
1236,62,16,21,0,BATCH-2026-16-062,2028-01-12
1237,62,17,28,0,BATCH-2026-17-062,2028-07-25
1238,62,18,55,0,BATCH-2026-18-062,2028-05-03
1239,62,19,21,0,BATCH-2026-19-062,2027-05-12
1240,62,20,53,0,BATCH-2026-20-062,2027-05-29
1241,63,1,169,0,BATCH-2026-01-063,2027-12-06
1242,63,2,110,0,BATCH-2026-02-063,2027-03-18
1243,63,3,223,0,BATCH-2026-03-063,2028-08-10
1244,63,4,148,0,BATCH-2026-04-063,2028-04-12
1245,63,5,1366,0,BATCH-2026-05-063,2028-03-19
1246,63,6,185,0,BATCH-2026-06-063,2027-05-02
1247,63,7,1129,0,BATCH-2026-07-063,2027-07-11
1248,63,8,564,0,BATCH-2026-08-063,2028-06-11
1249,63,9,610,0,BATCH-2026-09-063,2027-11-30
1250,63,10,99,0,BATCH-2026-10-063,2028-06-08
1251,63,11,70,0,BATCH-2026-11-063,2027-11-14
1252,63,12,454,0,BATCH-2026-12-063,2028-06-04
1253,63,13,442,0,BATCH-2026-13-063,2028-06-28
1254,63,14,252,0,BATCH-2026-14-063,2028-06-19
1255,63,15,268,0,BATCH-2026-15-063,2028-04-20
1256,63,16,33,0,BATCH-2026-16-063,2028-05-14
1257,63,17,31,0,BATCH-2026-17-063,2027-07-23
1258,63,18,64,0,BATCH-2026-18-063,2027-03-19
1259,63,19,27,0,BATCH-2026-19-063,2027-07-27
1260,63,20,62,0,BATCH-2026-20-063,2028-05-01
1261,64,1,145,0,BATCH-2026-01-064,2027-08-10
1262,64,2,54,0,BATCH-2026-02-064,2028-02-22
1263,64,3,103,0,BATCH-2026-03-064,2028-06-27
1264,64,4,76,0,BATCH-2026-04-064,2028-02-18
1265,64,5,638,0,BATCH-2026-05-064,2027-03-28
1266,64,6,140,0,BATCH-2026-06-064,2028-08-04
1267,64,7,664,0,BATCH-2026-07-064,2028-02-22
1268,64,8,364,0,BATCH-2026-08-064,2028-05-25
1269,64,9,259,0,BATCH-2026-09-064,2027-10-15
1270,64,10,87,0,BATCH-2026-10-064,2028-01-09
1271,64,11,37,0,BATCH-2026-11-064,2028-07-16
1272,64,12,351,0,BATCH-2026-12-064,2028-01-07
1273,64,13,245,0,BATCH-2026-13-064,2027-12-22
1274,64,14,167,0,BATCH-2026-14-064,2028-07-31
1275,64,15,162,0,BATCH-2026-15-064,2028-06-21
1276,64,16,16,0,BATCH-2026-16-064,2028-04-25
1277,64,17,19,0,BATCH-2026-17-064,2027-08-18
1278,64,18,43,0,BATCH-2026-18-064,2027-05-05
1279,64,19,15,0,BATCH-2026-19-064,2028-04-05
1280,64,20,38,0,BATCH-2026-20-064,2028-03-13
1281,65,1,200,0,BATCH-2026-01-065,2027-10-14
1282,65,2,116,0,BATCH-2026-02-065,2027-10-25
1283,65,3,284,0,BATCH-2026-03-065,2027-06-28
1284,65,4,153,0,BATCH-2026-04-065,2028-05-15
1285,65,5,1226,0,BATCH-2026-05-065,2027-10-08
1286,65,6,142,0,BATCH-2026-06-065,2028-02-24
1287,65,7,662,0,BATCH-2026-07-065,2028-07-06
1288,65,8,628,0,BATCH-2026-08-065,2027-05-10
1289,65,9,537,0,BATCH-2026-09-065,2027-04-22
1290,65,10,106,0,BATCH-2026-10-065,2027-09-04
1291,65,11,61,0,BATCH-2026-11-065,2028-04-29
1292,65,12,411,0,BATCH-2026-12-065,2027-03-25
1293,65,13,466,0,BATCH-2026-13-065,2028-08-02
1294,65,14,277,0,BATCH-2026-14-065,2028-05-11
1295,65,15,210,0,BATCH-2026-15-065,2027-04-23
1296,65,16,22,0,BATCH-2026-16-065,2027-03-18
1297,65,17,33,0,BATCH-2026-17-065,2027-10-20
1298,65,18,58,0,BATCH-2026-18-065,2027-11-10
1299,65,19,24,0,BATCH-2026-19-065,2028-04-03
1300,65,20,53,0,BATCH-2026-20-065,2027-11-06
1301,66,1,85,0,BATCH-2026-01-066,2027-11-25
1302,66,2,88,0,BATCH-2026-02-066,2028-07-09
1303,66,3,125,0,BATCH-2026-03-066,2027-11-24
1304,66,4,98,0,BATCH-2026-04-066,2027-06-06
1305,66,5,1080,0,BATCH-2026-05-066,2028-06-08
1306,66,6,130,0,BATCH-2026-06-066,2028-02-06
1307,66,7,705,0,BATCH-2026-07-066,2027-08-09
1308,66,8,438,0,BATCH-2026-08-066,2028-07-03
1309,66,9,243,0,BATCH-2026-09-066,2028-08-07
1310,66,10,61,0,BATCH-2026-10-066,2027-03-31
1311,66,11,41,0,BATCH-2026-11-066,2028-03-08
1312,66,12,275,0,BATCH-2026-12-066,2027-12-01
1313,66,13,224,0,BATCH-2026-13-066,2028-02-03
1314,66,14,223,0,BATCH-2026-14-066,2028-01-14
1315,66,15,178,0,BATCH-2026-15-066,2028-07-14
1316,66,16,15,0,BATCH-2026-16-066,2027-06-09
1317,66,17,22,0,BATCH-2026-17-066,2028-03-20
1318,66,18,49,0,BATCH-2026-18-066,2028-05-14
1319,66,19,24,0,BATCH-2026-19-066,2027-09-27
1320,66,20,40,0,BATCH-2026-20-066,2028-03-20
1321,67,1,136,0,BATCH-2026-01-067,2027-05-28
1322,67,2,104,0,BATCH-2026-02-067,2028-07-12
1323,67,3,251,0,BATCH-2026-03-067,2028-03-07
1324,67,4,108,0,BATCH-2026-04-067,2028-01-20
1325,67,5,1110,0,BATCH-2026-05-067,2027-10-03
1326,67,6,215,0,BATCH-2026-06-067,2028-01-01
1327,67,7,713,0,BATCH-2026-07-067,2028-02-25
1328,67,8,393,0,BATCH-2026-08-067,2028-05-31
1329,67,9,446,0,BATCH-2026-09-067,2027-10-19
1330,67,10,145,0,BATCH-2026-10-067,2027-11-09
1331,67,11,49,0,BATCH-2026-11-067,2028-02-25
1332,67,12,601,0,BATCH-2026-12-067,2027-05-14
1333,67,13,356,0,BATCH-2026-13-067,2027-03-23
1334,67,14,302,0,BATCH-2026-14-067,2028-01-13
1335,67,15,164,0,BATCH-2026-15-067,2028-07-30
1336,67,16,23,0,BATCH-2026-16-067,2027-04-05
1337,67,17,32,0,BATCH-2026-17-067,2028-08-12
1338,67,18,62,0,BATCH-2026-18-067,2027-07-27
1339,67,19,20,0,BATCH-2026-19-067,2027-03-28
1340,67,20,51,0,BATCH-2026-20-067,2027-07-24
1341,68,1,64,0,BATCH-2026-01-068,2027-06-23
1342,68,2,39,0,BATCH-2026-02-068,2028-06-07
1343,68,3,112,0,BATCH-2026-03-068,2027-10-01
1344,68,4,40,0,BATCH-2026-04-068,2027-08-13
1345,68,5,564,0,BATCH-2026-05-068,2027-12-19
1346,68,6,65,0,BATCH-2026-06-068,2027-04-14
1347,68,7,374,0,BATCH-2026-07-068,2027-10-23
1348,68,8,219,0,BATCH-2026-08-068,2028-06-12
1349,68,9,172,0,BATCH-2026-09-068,2028-06-08
1350,68,10,54,0,BATCH-2026-10-068,2028-02-16
1351,68,11,26,0,BATCH-2026-11-068,2028-03-09
1352,68,12,258,0,BATCH-2026-12-068,2028-02-17
1353,68,13,143,0,BATCH-2026-13-068,2028-02-26
1354,68,14,90,0,BATCH-2026-14-068,2027-07-27
1355,68,15,75,0,BATCH-2026-15-068,2027-06-18
1356,68,16,15,0,BATCH-2026-16-068,2028-03-29
1357,68,17,14,0,BATCH-2026-17-068,2028-03-15
1358,68,18,24,0,BATCH-2026-18-068,2027-06-17
1359,68,19,14,0,BATCH-2026-19-068,2027-08-10
1360,68,20,27,0,BATCH-2026-20-068,2028-06-18
1361,69,1,140,0,BATCH-2026-01-069,2027-08-12
1362,69,2,104,0,BATCH-2026-02-069,2027-07-30
1363,69,3,237,0,BATCH-2026-03-069,2027-03-30
1364,69,4,100,0,BATCH-2026-04-069,2028-03-02
1365,69,5,910,0,BATCH-2026-05-069,2028-07-27
1366,69,6,210,0,BATCH-2026-06-069,2027-11-07
1367,69,7,902,0,BATCH-2026-07-069,2028-02-25
1368,69,8,649,0,BATCH-2026-08-069,2028-06-28
1369,69,9,370,0,BATCH-2026-09-069,2028-08-16
1370,69,10,127,0,BATCH-2026-10-069,2027-09-19
1371,69,11,44,0,BATCH-2026-11-069,2027-07-13
1372,69,12,448,0,BATCH-2026-12-069,2028-01-09
1373,69,13,363,0,BATCH-2026-13-069,2028-04-22
1374,69,14,287,0,BATCH-2026-14-069,2027-09-06
1375,69,15,200,0,BATCH-2026-15-069,2028-03-25
1376,69,16,18,0,BATCH-2026-16-069,2027-10-28
1377,69,17,19,0,BATCH-2026-17-069,2027-12-04
1378,69,18,69,0,BATCH-2026-18-069,2027-08-03
1379,69,19,15,0,BATCH-2026-19-069,2027-03-29
1380,69,20,87,0,BATCH-2026-20-069,2028-01-12
1381,70,1,92,0,BATCH-2026-01-070,2027-03-28
1382,70,2,36,0,BATCH-2026-02-070,2028-07-25
1383,70,3,106,0,BATCH-2026-03-070,2027-08-25
1384,70,4,55,0,BATCH-2026-04-070,2028-04-30
1385,70,5,498,0,BATCH-2026-05-070,2027-11-19
1386,70,6,116,0,BATCH-2026-06-070,2028-01-16
1387,70,7,375,0,BATCH-2026-07-070,2028-01-06
1388,70,8,246,0,BATCH-2026-08-070,2028-08-05
1389,70,9,199,0,BATCH-2026-09-070,2028-02-26
1390,70,10,65,0,BATCH-2026-10-070,2028-01-25
1391,70,11,26,0,BATCH-2026-11-070,2027-10-25
1392,70,12,229,0,BATCH-2026-12-070,2028-03-18
1393,70,13,172,0,BATCH-2026-13-070,2028-07-18
1394,70,14,125,0,BATCH-2026-14-070,2028-02-18
1395,70,15,75,0,BATCH-2026-15-070,2028-03-19
1396,70,16,15,0,BATCH-2026-16-070,2028-06-26
1397,70,17,16,0,BATCH-2026-17-070,2028-02-12
1398,70,18,22,0,BATCH-2026-18-070,2027-10-29
1399,70,19,13,0,BATCH-2026-19-070,2027-10-25
1400,70,20,29,0,BATCH-2026-20-070,2027-08-31
1401,71,1,174,0,BATCH-2026-01-071,2027-03-24
1402,71,2,69,0,BATCH-2026-02-071,2027-07-07
1403,71,3,230,0,BATCH-2026-03-071,2028-02-27
1404,71,4,131,0,BATCH-2026-04-071,2027-07-01
1405,71,5,1207,0,BATCH-2026-05-071,2027-12-13
1406,71,6,143,0,BATCH-2026-06-071,2027-08-11
1407,71,7,835,0,BATCH-2026-07-071,2028-05-05
1408,71,8,444,0,BATCH-2026-08-071,2027-05-13
1409,71,9,335,0,BATCH-2026-09-071,2028-05-02
1410,71,10,78,0,BATCH-2026-10-071,2027-03-28
1411,71,11,49,0,BATCH-2026-11-071,2027-07-03
1412,71,12,371,0,BATCH-2026-12-071,2028-04-30
1413,71,13,374,0,BATCH-2026-13-071,2027-08-06
1414,71,14,189,0,BATCH-2026-14-071,2028-02-23
1415,71,15,151,0,BATCH-2026-15-071,2028-01-08
1416,71,16,17,0,BATCH-2026-16-071,2027-10-15
1417,71,17,26,0,BATCH-2026-17-071,2027-03-24
1418,71,18,45,0,BATCH-2026-18-071,2027-08-28
1419,71,19,22,0,BATCH-2026-19-071,2027-06-09
1420,71,20,41,0,BATCH-2026-20-071,2028-04-21
1421,72,1,177,0,BATCH-2026-01-072,2027-12-21
1422,72,2,78,0,BATCH-2026-02-072,2028-02-04
1423,72,3,211,0,BATCH-2026-03-072,2027-11-18
1424,72,4,111,0,BATCH-2026-04-072,2028-02-10
1425,72,5,1291,0,BATCH-2026-05-072,2027-07-26
1426,72,6,153,0,BATCH-2026-06-072,2027-07-02
