id,phc_id,record_date,patient_count,emergency_count
18406,6,2026-03-19,200,12
18407,7,2026-03-19,267,14
18408,8,2026-03-19,190,12
18409,9,2026-03-19,141,8
18410,10,2026-03-19,100,7
18411,11,2026-03-19,142,10
18412,12,2026-03-19,168,11
18413,13,2026-03-19,109,6
18414,14,2026-03-19,173,13
18415,15,2026-03-19,121,6
18416,16,2026-03-19,139,9
18417,17,2026-03-19,190,11
18418,18,2026-03-19,140,6
18419,19,2026-03-19,123,5
18420,20,2026-03-19,78,3
18421,21,2026-03-19,99,1
18422,22,2026-03-19,154,10
18423,23,2026-03-19,97,5
18424,24,2026-03-19,195,9
18425,25,2026-03-19,99,4
18426,26,2026-03-19,195,12
18427,27,2026-03-19,128,7
18428,28,2026-03-19,94,6
18429,29,2026-03-19,146,9
18430,30,2026-03-19,135,7
18431,31,2026-03-19,89,6
18432,32,2026-03-19,115,1
18433,33,2026-03-19,95,2
18434,34,2026-03-19,81,2
18435,35,2026-03-19,97,4
18436,36,2026-03-19,192,11
18437,37,2026-03-19,145,6
18438,38,2026-03-19,133,3
18439,39,2026-03-19,134,6
18440,40,2026-03-19,111,6
18441,41,2026-03-19,102,7
18442,42,2026-03-19,162,10
18443,43,2026-03-19,124,6
18444,44,2026-03-19,106,8
18445,45,2026-03-19,138,5
18446,46,2026-03-19,134,10
18447,47,2026-03-19,137,7
18448,48,2026-03-19,91,1
18449,49,2026-03-19,123,6
18450,50,2026-03-19,129,10
18451,51,2026-03-19,183,12
18452,52,2026-03-19,125,3
18453,53,2026-03-19,86,8
18454,54,2026-03-19,116,8
18455,55,2026-03-19,111,4
18456,56,2026-03-19,141,10
18457,57,2026-03-19,88,6
18458,58,2026-03-19,169,7
18459,59,2026-03-19,129,7
18460,60,2026-03-19,134,6
18461,61,2026-03-19,141,6
18462,62,2026-03-19,134,7
18463,63,2026-03-19,201,12
18464,64,2026-03-19,102,9
18465,65,2026-03-19,140,11
18466,66,2026-03-19,142,8
18467,67,2026-03-19,152,8
18468,68,2026-03-19,69,4
18469,69,2026-03-19,132,8
18470,70,2026-03-19,81,3
18471,71,2026-03-19,160,11
18472,72,2026-03-19,189,17
18473,73,2026-03-19,140,4
18474,74,2026-03-19,122,6
18475,75,2026-03-19,166,7
18476,76,2026-03-19,110,3
18477,77,2026-03-19,62,4
18478,78,2026-03-19,113,7
18479,79,2026-03-19,107,6
18480,80,2026-03-19,194,10
18481,81,2026-03-19,127,9
18482,82,2026-03-19,130,6
18483,83,2026-03-19,145,8
18484,84,2026-03-19,159,6
18485,85,2026-03-19,146,8
18486,86,2026-03-19,172,9
18487,87,2026-03-19,130,8
18488,88,2026-03-19,119,4
18489,89,2026-03-19,199,13
18490,90,2026-03-19,138,9
18491,91,2026-03-19,147,4
18492,92,2026-03-19,292,21
18493,93,2026-03-19,161,9
18494,94,2026-03-19,144,7
18495,95,2026-03-19,185,5
18496,96,2026-03-19,107,9
18497,97,2026-03-19,132,8
18498,98,2026-03-19,153,8
18499,99,2026-03-19,126,8
18500,100,2026-03-19,160,9
18501,1,2026-03-20,108,7
18502,2,2026-03-20,157,11
18503,3,2026-03-20,140,7
18504,4,2026-03-20,152,12
18505,5,2026-03-20,206,13
18506,6,2026-03-20,205,16
18507,7,2026-03-20,220,13
18508,8,2026-03-20,186,13
18509,9,2026-03-20,138,8
18510,10,2026-03-20,110,6
18511,11,2026-03-20,114,2
18512,12,2026-03-20,128,6
18513,13,2026-03-20,96,4
18514,14,2026-03-20,158,9
18515,15,2026-03-20,111,6
18516,16,2026-03-20,164,9
18517,17,2026-03-20,197,12
18518,18,2026-03-20,164,9
18519,19,2026-03-20,127,4
18520,20,2026-03-20,97,5
18521,21,2026-03-20,95,7
18522,22,2026-03-20,158,8
18523,23,2026-03-20,102,6
18524,24,2026-03-20,165,9
18525,25,2026-03-20,107,5
18526,26,2026-03-20,152,9
18527,27,2026-03-20,97,2
18528,28,2026-03-20,101,4
18529,29,2026-03-20,166,9
18530,30,2026-03-20,106,6
18531,31,2026-03-20,118,5
18532,32,2026-03-20,134,7
18533,33,2026-03-20,113,6
18534,34,2026-03-20,81,3
18535,35,2026-03-20,106,7
18536,36,2026-03-20,197,11
18537,37,2026-03-20,110,5
18538,38,2026-03-20,122,10
18539,39,2026-03-20,130,5
18540,40,2026-03-20,101,6
18541,41,2026-03-20,113,5
18542,42,2026-03-20,167,9
18543,43,2026-03-20,102,6
18544,44,2026-03-20,78,5
18545,45,2026-03-20,132,8
18546,46,2026-03-20,143,12
18547,47,2026-03-20,136,6
18548,48,2026-03-20,107,9
18549,49,2026-03-20,94,4
18550,50,2026-03-20,135,8
18551,51,2026-03-20,135,6
18552,52,2026-03-20,118,9
18553,53,2026-03-20,116,8
18554,54,2026-03-20,89,3
18555,55,2026-03-20,130,9
18556,56,2026-03-20,160,9
18557,57,2026-03-20,92,3
18558,58,2026-03-20,140,5
18559,59,2026-03-20,126,8
18560,60,2026-03-20,130,6
18561,61,2026-03-20,172,10
18562,62,2026-03-20,136,12
18563,63,2026-03-20,324,20
18564,64,2026-03-20,104,9
18565,65,2026-03-20,172,9
18566,66,2026-03-20,136,9
18567,67,2026-03-20,162,12
18568,68,2026-03-20,60,5
18569,69,2026-03-20,160,7
18570,70,2026-03-20,61,4
18571,71,2026-03-20,122,5
18572,72,2026-03-20,201,14
18573,73,2026-03-20,133,5
18574,74,2026-03-20,122,6
18575,75,2026-03-20,113,9
18576,76,2026-03-20,144,8
18577,77,2026-03-20,75,5
18578,78,2026-03-20,129,5
18579,79,2026-03-20,108,6
18580,80,2026-03-20,201,7
18581,81,2026-03-20,99,5
18582,82,2026-03-20,143,11
18583,83,2026-03-20,175,11
18584,84,2026-03-20,134,8
18585,85,2026-03-20,168,11
18586,86,2026-03-20,172,11
18587,87,2026-03-20,114,6
18588,88,2026-03-20,134,13
18589,89,2026-03-20,235,17
18590,90,2026-03-20,132,7
18591,91,2026-03-20,89,1
18592,92,2026-03-20,238,15
18593,93,2026-03-20,140,9
18594,94,2026-03-20,137,10
18595,95,2026-03-20,149,6
18596,96,2026-03-20,115,6
18597,97,2026-03-20,131,9
18598,98,2026-03-20,148,8
18599,99,2026-03-20,135,7
18600,100,2026-03-20,155,9
18601,1,2026-03-21,121,9
18602,2,2026-03-21,125,7
18603,3,2026-03-21,156,7
18604,4,2026-03-21,239,11
18605,5,2026-03-21,175,9
18606,6,2026-03-21,201,11
18607,7,2026-03-21,259,16
18608,8,2026-03-21,211,11
18609,9,2026-03-21,134,6
18610,10,2026-03-21,123,10
18611,11,2026-03-21,130,10
18612,12,2026-03-21,148,6
18613,13,2026-03-21,102,10
18614,14,2026-03-21,163,10
18615,15,2026-03-21,118,5
18616,16,2026-03-21,188,7
18617,17,2026-03-21,172,12
18618,18,2026-03-21,142,8
18619,19,2026-03-21,112,7
18620,20,2026-03-21,73,6
18621,21,2026-03-21,98,7
18622,22,2026-03-21,169,10
18623,23,2026-03-21,99,6
18624,24,2026-03-21,164,9
18625,25,2026-03-21,113,6
18626,26,2026-03-21,175,9
18627,27,2026-03-21,106,9
18628,28,2026-03-21,109,3
18629,29,2026-03-21,145,11
18630,30,2026-03-21,129,13
18631,31,2026-03-21,112,6
18632,32,2026-03-21,123,8
18633,33,2026-03-21,86,6
18634,34,2026-03-21,92,3
18635,35,2026-03-21,77,4
18636,36,2026-03-21,195,9
18637,37,2026-03-21,147,5
18638,38,2026-03-21,152,8
18639,39,2026-03-21,105,4
18640,40,2026-03-21,93,5
18641,41,2026-03-21,80,3
18642,42,2026-03-21,175,17
18643,43,2026-03-21,117,7
18644,44,2026-03-21,91,6
18645,45,2026-03-21,172,9
18646,46,2026-03-21,154,8
18647,47,2026-03-21,139,6
18648,48,2026-03-21,140,10
18649,49,2026-03-21,108,5
18650,50,2026-03-21,156,9
18651,51,2026-03-21,170,9
18652,52,2026-03-21,120,5
18653,53,2026-03-21,102,5
18654,54,2026-03-21,115,6
18655,55,2026-03-21,132,10
18656,56,2026-03-21,171,9
18657,57,2026-03-21,91,7
18658,58,2026-03-21,168,11
18659,59,2026-03-21,105,9
18660,60,2026-03-21,116,8
18661,61,2026-03-21,170,11
18662,62,2026-03-21,132,7
18663,63,2026-03-21,310,21
18664,64,2026-03-21,89,7
18665,65,2026-03-21,163,6
18666,66,2026-03-21,128,8
18667,67,2026-03-21,154,9
18668,68,2026-03-21,71,4
18669,69,2026-03-21,161,10
18670,70,2026-03-21,81,7
18671,71,2026-03-21,161,12
18672,72,2026-03-21,147,6
18673,73,2026-03-21,152,11
18674,74,2026-03-21,98,2
18675,75,2026-03-21,123,7
18676,76,2026-03-21,134,8
18677,77,2026-03-21,71,2
18678,78,2026-03-21,93,5
18679,79,2026-03-21,95,1
18680,80,2026-03-21,216,12
18681,81,2026-03-21,139,5
18682,82,2026-03-21,125,7
18683,83,2026-03-21,185,8
18684,84,2026-03-21,162,9
18685,85,2026-03-21,128,4
18686,86,2026-03-21,181,10
18687,87,2026-03-21,131,6
18688,88,2026-03-21,138,8
18689,89,2026-03-21,225,15
18690,90,2026-03-21,155,9
18691,91,2026-03-21,116,6
18692,92,2026-03-21,301,15
18693,93,2026-03-21,189,11
18694,94,2026-03-21,133,9
18695,95,2026-03-21,151,10
18696,96,2026-03-21,99,1
18697,97,2026-03-21,147,10
18698,98,2026-03-21,140,7
18699,99,2026-03-21,139,8
18700,100,2026-03-21,165,9
18701,1,2026-03-22,59,1
18702,2,2026-03-22,65,6
18703,3,2026-03-22,101,8
18704,4,2026-03-22,116,7
18705,5,2026-03-22,78,8
18706,6,2026-03-22,118,6
18707,7,2026-03-22,63,4
18708,8,2026-03-22,139,10
18709,9,2026-03-22,73,4
18710,10,2026-03-22,50,5
18711,11,2026-03-22,82,4
18712,12,2026-03-22,84,3
18713,13,2026-03-22,56,5
18714,14,2026-03-22,87,8
18715,15,2026-03-22,81,4
18716,16,2026-03-22,110,5
18717,17,2026-03-22,126,9
18718,18,2026-03-22,55,3
18719,19,2026-03-22,79,4
18720,20,2026-03-22,50,3
18721,21,2026-03-22,60,3
18722,22,2026-03-22,106,6
18723,23,2026-03-22,49,4
18724,24,2026-03-22,119,6
18725,25,2026-03-22,54,3
18726,26,2026-03-22,102,6
18727,27,2026-03-22,72,5
18728,28,2026-03-22,62,4
18729,29,2026-03-22,81,4
18730,30,2026-03-22,72,3
18731,31,2026-03-22,63,5
18732,32,2026-03-22,78,6
18733,33,2026-03-22,52,5
18734,34,2026-03-22,45,2
18735,35,2026-03-22,64,1
18736,36,2026-03-22,168,10
18737,37,2026-03-22,83,6
18738,38,2026-03-22,68,1
18739,39,2026-03-22,87,7
18740,40,2026-03-22,56,9
18741,41,2026-03-22,72,6
18742,42,2026-03-22,68,3
18743,43,2026-03-22,80,5
18744,44,2026-03-22,50,6
18745,45,2026-03-22,103,6
18746,46,2026-03-22,96,6
18747,47,2026-03-22,84,7
18748,48,2026-03-22,68,4
18749,49,2026-03-22,60,5
18750,50,2026-03-22,76,8
18751,51,2026-03-22,60,2
18752,52,2026-03-22,58,4
18753,53,2026-03-22,45,0
18754,54,2026-03-22,69,0
18755,55,2026-03-22,87,3
18756,56,2026-03-22,130,7
18757,57,2026-03-22,42,3
18758,58,2026-03-22,77,8
18759,59,2026-03-22,70,6
18760,60,2026-03-22,121,9
18761,61,2026-03-22,116,8
18762,62,2026-03-22,66,4
18763,63,2026-03-22,189,11
18764,64,2026-03-22,81,3
18765,65,2026-03-22,94,2
18766,66,2026-03-22,63,4
18767,67,2026-03-22,88,5
18768,68,2026-03-22,49,0
18769,69,2026-03-22,98,5
18770,70,2026-03-22,39,0
18771,71,2026-03-22,78,2
18772,72,2026-03-22,78,7
18773,73,2026-03-22,66,5
18774,74,2026-03-22,53,6
18775,75,2026-03-22,93,3
18776,76,2026-03-22,63,6
18777,77,2026-03-22,44,5
18778,78,2026-03-22,67,3
18779,79,2026-03-22,41,0
18780,80,2026-03-22,76,4
18781,81,2026-03-22,97,4
18782,82,2026-03-22,70,5
18783,83,2026-03-22,122,10
18784,84,2026-03-22,69,5
18785,85,2026-03-22,93,7
18786,86,2026-03-22,102,5
18787,87,2026-03-22,83,7
18788,88,2026-03-22,75,1
18789,89,2026-03-22,96,6
18790,90,2026-03-22,97,4
18791,91,2026-03-22,70,5
18792,92,2026-03-22,178,9
18793,93,2026-03-22,72,7
18794,94,2026-03-22,88,4
18795,95,2026-03-22,93,7
18796,96,2026-03-22,66,5
18797,97,2026-03-22,73,6
18798,98,2026-03-22,92,5
18799,99,2026-03-22,82,6
18800,100,2026-03-22,95,5
18801,1,2026-03-23,174,8
18802,2,2026-03-23,167,7
18803,3,2026-03-23,181,8
18804,4,2026-03-23,276,19
18805,5,2026-03-23,235,12
18806,6,2026-03-23,291,15
18807,7,2026-03-23,305,19
18808,8,2026-03-23,315,21
18809,9,2026-03-23,213,15
18810,10,2026-03-23,154,10
18811,11,2026-03-23,165,13
18812,12,2026-03-23,184,12
18813,13,2026-03-23,152,6
18814,14,2026-03-23,190,8
18815,15,2026-03-23,152,9
18816,16,2026-03-23,224,11
18817,17,2026-03-23,229,12
18818,18,2026-03-23,166,14
18819,19,2026-03-23,177,9
18820,20,2026-03-23,117,4
18821,21,2026-03-23,132,5
18822,22,2026-03-23,205,17
18823,23,2026-03-23,125,6
18824,24,2026-03-23,216,13
18825,25,2026-03-23,117,6
18826,26,2026-03-23,214,9
18827,27,2026-03-23,138,7
18828,28,2026-03-23,123,5
18829,29,2026-03-23,183,10
18830,30,2026-03-23,171,11
18831,31,2026-03-23,148,7
18832,32,2026-03-23,159,7
18833,33,2026-03-23,165,10
18834,34,2026-03-23,118,7
18835,35,2026-03-23,113,6
18836,36,2026-03-23,291,19
18837,37,2026-03-23,252,13
18838,38,2026-03-23,168,12
18839,39,2026-03-23,157,9
18840,40,2026-03-23,160,10
18841,41,2026-03-23,143,8
18842,42,2026-03-23,169,9
18843,43,2026-03-23,174,10
18844,44,2026-03-23,123,8
18845,45,2026-03-23,178,8
18846,46,2026-03-23,181,12
18847,47,2026-03-23,192,11
18848,48,2026-03-23,126,6
18849,49,2026-03-23,136,5
18850,50,2026-03-23,189,9
18851,51,2026-03-23,212,10
18852,52,2026-03-23,139,10
18853,53,2026-03-23,137,5
18854,54,2026-03-23,127,6
18855,55,2026-03-23,155,10
18856,56,2026-03-23,195,11
18857,57,2026-03-23,109,5
18858,58,2026-03-23,187,13
18859,59,2026-03-23,142,7
18860,60,2026-03-23,265,19
18861,61,2026-03-23,207,12
18862,62,2026-03-23,166,7
18863,63,2026-03-23,446,27
18864,64,2026-03-23,166,10
18865,65,2026-03-23,209,11
18866,66,2026-03-23,169,7
18867,67,2026-03-23,200,11
18868,68,2026-03-23,89,3
18869,69,2026-03-23,197,9
18870,70,2026-03-23,94,7
18871,71,2026-03-23,184,10
18872,72,2026-03-23,262,15
18873,73,2026-03-23,185,9
18874,74,2026-03-23,181,11
18875,75,2026-03-23,160,8
18876,76,2026-03-23,160,6
18877,77,2026-03-23,94,6
18878,78,2026-03-23,141,4
18879,79,2026-03-23,139,6
18880,80,2026-03-23,289,15
18881,81,2026-03-23,156,7
18882,82,2026-03-23,155,7
18883,83,2026-03-23,195,10
18884,84,2026-03-23,186,11
18885,85,2026-03-23,188,9
18886,86,2026-03-23,244,13
18887,87,2026-03-23,156,7
18888,88,2026-03-23,159,6
18889,89,2026-03-23,258,15
18890,90,2026-03-23,205,11
18891,91,2026-03-23,157,7
18892,92,2026-03-23,454,31
18893,93,2026-03-23,201,8
18894,94,2026-03-23,168,11
18895,95,2026-03-23,209,9
18896,96,2026-03-23,136,8
18897,97,2026-03-23,169,7
18898,98,2026-03-23,186,11
18899,99,2026-03-23,165,5
18900,100,2026-03-23,215,10
18901,1,2026-03-24,133,7
18902,2,2026-03-24,155,10
18903,3,2026-03-24,164,11
18904,4,2026-03-24,227,15
18905,5,2026-03-24,207,11
18906,6,2026-03-24,240,14
18907,7,2026-03-24,266,15
18908,8,2026-03-24,187,11
18909,9,2026-03-24,160,9
18910,10,2026-03-24,127,8
18911,11,2026-03-24,181,7
18912,12,2026-03-24,168,10
18913,13,2026-03-24,116,7
18914,14,2026-03-24,164,12
18915,15,2026-03-24,143,10
18916,16,2026-03-24,211,13
18917,17,2026-03-24,235,11
18918,18,2026-03-24,156,6
18919,19,2026-03-24,134,7
18920,20,2026-03-24,94,5
18921,21,2026-03-24,118,1
18922,22,2026-03-24,180,12
18923,23,2026-03-24,143,10
18924,24,2026-03-24,209,12
18925,25,2026-03-24,129,5
18926,26,2026-03-24,208,11
18927,27,2026-03-24,151,10
18928,28,2026-03-24,102,5
18929,29,2026-03-24,177,6
18930,30,2026-03-24,118,9
18931,31,2026-03-24,135,10
18932,32,2026-03-24,165,10
18933,33,2026-03-24,112,6
18934,34,2026-03-24,75,4
18935,35,2026-03-24,84,5
18936,36,2026-03-24,233,16
18937,37,2026-03-24,208,9
18938,38,2026-03-24,134,8
18939,39,2026-03-24,143,8
18940,40,2026-03-24,117,5
18941,41,2026-03-24,145,6
18942,42,2026-03-24,166,11
18943,43,2026-03-24,146,9
18944,44,2026-03-24,106,7
18945,45,2026-03-24,162,12
18946,46,2026-03-24,193,10
18947,47,2026-03-24,152,11
18948,48,2026-03-24,133,7
18949,49,2026-03-24,145,5
18950,50,2026-03-24,125,10
18951,51,2026-03-24,189,12
18952,52,2026-03-24,133,7
18953,53,2026-03-24,110,6
18954,54,2026-03-24,116,7
18955,55,2026-03-24,137,7
18956,56,2026-03-24,189,11
18957,57,2026-03-24,116,5
18958,58,2026-03-24,158,10
18959,59,2026-03-24,118,8
18960,60,2026-03-24,236,14
18961,61,2026-03-24,175,9
18962,62,2026-03-24,160,6
18963,63,2026-03-24,381,20
18964,64,2026-03-24,115,4
18965,65,2026-03-24,174,11
18966,66,2026-03-24,160,8
18967,67,2026-03-24,213,12
18968,68,2026-03-24,85,6
18969,69,2026-03-24,167,11
18970,70,2026-03-24,76,5
18971,71,2026-03-24,131,9
18972,72,2026-03-24,214,13
18973,73,2026-03-24,185,10
18974,74,2026-03-24,131,5
18975,75,2026-03-24,159,11
18976,76,2026-03-24,162,11
18977,77,2026-03-24,98,6
18978,78,2026-03-24,103,6
18979,79,2026-03-24,120,7
18980,80,2026-03-24,193,12
18981,81,2026-03-24,123,6
18982,82,2026-03-24,125,6
18983,83,2026-03-24,127,6
18984,84,2026-03-24,176,12
18985,85,2026-03-24,152,8
18986,86,2026-03-24,134,5
18987,87,2026-03-24,107,6
18988,88,2026-03-24,124,6
18989,89,2026-03-24,220,11
18990,90,2026-03-24,153,10
18991,91,2026-03-24,129,6
18992,92,2026-03-24,295,18
18993,93,2026-03-24,176,14
18994,94,2026-03-24,143,5
18995,95,2026-03-24,225,14
18996,96,2026-03-24,115,6
18997,97,2026-03-24,129,7
18998,98,2026-03-24,146,11
18999,99,2026-03-24,140,10
19000,100,2026-03-24,175,10
19001,1,2026-03-25,134,8
19002,2,2026-03-25,159,7
19003,3,2026-03-25,215,13
19004,4,2026-03-25,227,14
19005,5,2026-03-25,188,12
19006,6,2026-03-25,240,14
19007,7,2026-03-25,280,15
19008,8,2026-03-25,226,12
19009,9,2026-03-25,130,5
19010,10,2026-03-25,139,6
19011,11,2026-03-25,165,9
19012,12,2026-03-25,172,12
19013,13,2026-03-25,127,10
19014,14,2026-03-25,150,9
19015,15,2026-03-25,138,12
19016,16,2026-03-25,163,8
19017,17,2026-03-25,219,12
19018,18,2026-03-25,167,12
19019,19,2026-03-25,159,10
19020,20,2026-03-25,97,3
19021,21,2026-03-25,119,6
19022,22,2026-03-25,187,9
19023,23,2026-03-25,109,5
19024,24,2026-03-25,184,12
19025,25,2026-03-25,113,8
19026,26,2026-03-25,210,11
19027,27,2026-03-25,141,9
19028,28,2026-03-25,94,4
19029,29,2026-03-25,191,13
19030,30,2026-03-25,139,8
19031,31,2026-03-25,114,7
19032,32,2026-03-25,192,12
19033,33,2026-03-25,126,10
19034,34,2026-03-25,98,2
19035,35,2026-03-25,114,5
19036,36,2026-03-25,211,14
19037,37,2026-03-25,189,15
19038,38,2026-03-25,141,7
19039,39,2026-03-25,145,8
19040,40,2026-03-25,140,6
19041,41,2026-03-25,126,5
19042,42,2026-03-25,176,10
19043,43,2026-03-25,136,11
19044,44,2026-03-25,93,8
19045,45,2026-03-25,180,10
19046,46,2026-03-25,155,12
19047,47,2026-03-25,168,12
19048,48,2026-03-25,119,3
19049,49,2026-03-25,138,8
19050,50,2026-03-25,171,9
19051,51,2026-03-25,175,7
19052,52,2026-03-25,138,4
19053,53,2026-03-25,110,6
19054,54,2026-03-25,116,6
19055,55,2026-03-25,136,6
19056,56,2026-03-25,172,11
19057,57,2026-03-25,105,4
19058,58,2026-03-25,140,8
19059,59,2026-03-25,131,8
19060,60,2026-03-25,220,8
19061,61,2026-03-25,152,6
19062,62,2026-03-25,160,7
19063,63,2026-03-25,372,23
19064,64,2026-03-25,126,7
19065,65,2026-03-25,205,9
19066,66,2026-03-25,135,5
19067,67,2026-03-25,203,14
19068,68,2026-03-25,85,7
19069,69,2026-03-25,167,14
19070,70,2026-03-25,101,11
19071,71,2026-03-25,162,10
19072,72,2026-03-25,187,8
19073,73,2026-03-25,173,10
19074,74,2026-03-25,167,10
19075,75,2026-03-25,151,6
19076,76,2026-03-25,146,12
19077,77,2026-03-25,87,6
19078,78,2026-03-25,128,4
19079,79,2026-03-25,100,8
19080,80,2026-03-25,242,13
19081,81,2026-03-25,136,4
19082,82,2026-03-25,141,8
19083,83,2026-03-25,174,15
19084,84,2026-03-25,126,9
19085,85,2026-03-25,198,15
19086,86,2026-03-25,105,4
19087,87,2026-03-25,124,10
19088,88,2026-03-25,177,11
19089,89,2026-03-25,253,11
19090,90,2026-03-25,145,9
19091,91,2026-03-25,131,11
19092,92,2026-03-25,313,18
19093,93,2026-03-25,185,13
19094,94,2026-03-25,148,10
19095,95,2026-03-25,175,9
19096,96,2026-03-25,111,5
19097,97,2026-03-25,153,7
19098,98,2026-03-25,183,7
19099,99,2026-03-25,147,11
19100,100,2026-03-25,189,14
19101,1,2026-03-26,129,8
19102,2,2026-03-26,137,7
19103,3,2026-03-26,178,7
19104,4,2026-03-26,207,9
19105,5,2026-03-26,209,13
19106,6,2026-03-26,184,11
19107,7,2026-03-26,264,10
19108,8,2026-03-26,208,13
19109,9,2026-03-26,140,6
19110,10,2026-03-26,105,6
19111,11,2026-03-26,126,11
19112,12,2026-03-26,151,10
19113,13,2026-03-26,83,3
19114,14,2026-03-26,123,7
19115,15,2026-03-26,115,8
19116,16,2026-03-26,185,12
19117,17,2026-03-26,195,10
19118,18,2026-03-26,144,8
19119,19,2026-03-26,119,5
19120,20,2026-03-26,86,3
19121,21,2026-03-26,80,3
19122,22,2026-03-26,164,11
19123,23,2026-03-26,95,2
19124,24,2026-03-26,179,13
19125,25,2026-03-26,125,6
19126,26,2026-03-26,181,8
19127,27,2026-03-26,129,8
19128,28,2026-03-26,100,4
19129,29,2026-03-26,175,12
19130,30,2026-03-26,109,8
19131,31,2026-03-26,106,6
19132,32,2026-03-26,126,4
19133,33,2026-03-26,128,9
19134,34,2026-03-26,65,3
19135,35,2026-03-26,90,5
19136,36,2026-03-26,206,13
19137,37,2026-03-26,153,7
19138,38,2026-03-26,124,7
19139,39,2026-03-26,115,10
19140,40,2026-03-26,107,3
19141,41,2026-03-26,109,5
19142,42,2026-03-26,164,10
19143,43,2026-03-26,111,9
19144,44,2026-03-26,83,5
19145,45,2026-03-26,163,13
19146,46,2026-03-26,116,6
19147,47,2026-03-26,151,9
19148,48,2026-03-26,113,7
19149,49,2026-03-26,130,6
19150,50,2026-03-26,162,5
19151,51,2026-03-26,145,12
19152,52,2026-03-26,108,5
19153,53,2026-03-26,118,8
19154,54,2026-03-26,104,6
19155,55,2026-03-26,123,8
19156,56,2026-03-26,161,8
19157,57,2026-03-26,84,2
19158,58,2026-03-26,161,8
19159,59,2026-03-26,145,7
19160,60,2026-03-26,212,11
19161,61,2026-03-26,129,10
19162,62,2026-03-26,135,5
19163,63,2026-03-26,184,13
19164,64,2026-03-26,105,6
19165,65,2026-03-26,143,8
19166,66,2026-03-26,97,6
19167,67,2026-03-26,186,13
19168,68,2026-03-26,58,2
19169,69,2026-03-26,127,5
19170,70,2026-03-26,76,6
19171,71,2026-03-26,189,9
19172,72,2026-03-26,155,9
19173,73,2026-03-26,152,7
19174,74,2026-03-26,111,6
19175,75,2026-03-26,133,8
19176,76,2026-03-26,127,6
19177,77,2026-03-26,77,4
19178,78,2026-03-26,127,8
19179,79,2026-03-26,94,7
19180,80,2026-03-26,206,10
19181,81,2026-03-26,134,5
19182,82,2026-03-26,139,10
19183,83,2026-03-26,161,8
19184,84,2026-03-26,154,10
19185,85,2026-03-26,129,5
19186,86,2026-03-26,122,6
19187,87,2026-03-26,121,10
19188,88,2026-03-26,122,8
19189,89,2026-03-26,204,11
19190,90,2026-03-26,131,9
19191,91,2026-03-26,136,10
19192,92,2026-03-26,329,20
19193,93,2026-03-26,148,13
19194,94,2026-03-26,132,9
19195,95,2026-03-26,151,11
19196,96,2026-03-26,105,7
19197,97,2026-03-26,140,8
19198,98,2026-03-26,166,7
19199,99,2026-03-26,137,8
19200,100,2026-03-26,158,6
19201,1,2026-03-27,133,4
19202,2,2026-03-27,121,9
19203,3,2026-03-27,113,9
19204,4,2026-03-27,199,10
19205,5,2026-03-27,171,10
19206,6,2026-03-27,196,11
19207,7,2026-03-27,215,13
19208,8,2026-03-27,214,16
19209,9,2026-03-27,155,9
19210,10,2026-03-27,83,6
19211,11,2026-03-27,149,11
19212,12,2026-03-27,136,8
19213,13,2026-03-27,112,7
19214,14,2026-03-27,154,6
19215,15,2026-03-27,120,6
19216,16,2026-03-27,171,9
19217,17,2026-03-27,175,9
19218,18,2026-03-27,131,6
19219,19,2026-03-27,120,8
19220,20,2026-03-27,93,5
19221,21,2026-03-27,108,3
19222,22,2026-03-27,195,9
19223,23,2026-03-27,120,6
19224,24,2026-03-27,169,8
19225,25,2026-03-27,103,4
19226,26,2026-03-27,148,6
19227,27,2026-03-27,101,7
19228,28,2026-03-27,69,5
19229,29,2026-03-27,169,10
19230,30,2026-03-27,130,6
19231,31,2026-03-27,108,7
19232,32,2026-03-27,128,7
19233,33,2026-03-27,111,5
19234,34,2026-03-27,76,6
19235,35,2026-03-27,107,6
19236,36,2026-03-27,226,14
19237,37,2026-03-27,171,11
19238,38,2026-03-27,111,8
19239,39,2026-03-27,138,5
19240,40,2026-03-27,130,8
19241,41,2026-03-27,110,4
19242,42,2026-03-27,133,12
19243,43,2026-03-27,123,7
19244,44,2026-03-27,82,2
19245,45,2026-03-27,167,11
19246,46,2026-03-27,115,9
19247,47,2026-03-27,125,6
19248,48,2026-03-27,125,6
19249,49,2026-03-27,122,7
19250,50,2026-03-27,135,7
19251,51,2026-03-27,166,11
19252,52,2026-03-27,94,7
19253,53,2026-03-27,103,5
19254,54,2026-03-27,108,7
19255,55,2026-03-27,145,4
19256,56,2026-03-27,168,10
19257,57,2026-03-27,71,0
19258,58,2026-03-27,124,7
19259,59,2026-03-27,112,1
19260,60,2026-03-27,240,10
19261,61,2026-03-27,158,10
19262,62,2026-03-27,129,11
19263,63,2026-03-27,160,10
19264,64,2026-03-27,101,8
19265,65,2026-03-27,189,11
19266,66,2026-03-27,88,6
19267,67,2026-03-27,119,5
19268,68,2026-03-27,74,4
19269,69,2026-03-27,161,13
19270,70,2026-03-27,79,5
19271,71,2026-03-27,159,9
19272,72,2026-03-27,170,8
19273,73,2026-03-27,138,10
19274,74,2026-03-27,117,6
19275,75,2026-03-27,141,14
19276,76,2026-03-27,111,4
19277,77,2026-03-27,81,6
19278,78,2026-03-27,122,8
